time,z_0,z_1,z_2,z_3,x_0,x_1,x_2,x_3,y_0,y_1,y_2,y_3,epsilon
18520,2.07,4.49,-1.80,5.86,0.04,0.09,-0.16,0.53,2.03,4.40,-1.64,5.33,3.29
40436,-0.52,5.16,-1.54,3.94,0.03,0.19,-0.28,0.82,-0.55,4.97,-1.26,3.12,1.53
62500,0.99,5.50,-0.50,3.40,0.04,0.30,-0.42,2.44,0.95,5.20,-0.08,0.96,0.58
84444,-0.89,3.52,2.53,4.93,0.03,0.37,0.72,3.41,-0.92,3.15,1.81,1.53,0.56
106376,0.40,2.39,7.77,3.73,0.06,0.42,2.68,3.50,0.34,1.97,5.09,0.23,1.95
128320,1.91,3.63,3.50,-0.84,0.10,0.48,2.86,2.55,1.81,3.15,0.63,-3.39,1.19
150312,8.78,9.25,-3.47,3.47,0.26,0.65,-1.22,3.14,8.53,8.61,-2.25,0.32,3.07
172428,5.22,9.17,-6.40,4.06,0.35,0.82,-6.39,4.06,4.87,8.35,-0.00,0.00,1.84
194504,-2.09,5.11,-0.82,-1.47,-1.04,3.25,-0.82,-1.47,-1.05,1.86,0.00,-0.00,0.04
216652,-0.79,4.07,0.69,-1.85,-0.95,3.54,0.69,-1.85,0.16,0.53,0.00,-0.00,0.00
238696,-0.08,3.87,0.44,-2.31,-0.72,3.62,0.51,-2.18,0.64,0.24,-0.07,-0.13,0.01
260764,-1.84,4.77,4.40,-4.52,-0.95,3.85,2.14,-3.16,-0.89,0.92,2.26,-1.36,0.43
282804,-1.48,3.93,9.89,-2.35,-1.02,3.86,4.43,-2.92,-0.47,0.07,5.46,0.57,2.13
304800,3.18,5.41,14.99,-6.76,-0.36,4.07,6.86,-3.80,3.54,1.34,8.14,-2.96,6.02
326920,2.78,4.89,11.97,-6.69,0.07,4.16,10.16,-5.67,2.71,0.73,1.81,-1.02,0.29
348976,1.74,4.59,18.95,-37.18,0.32,4.13,13.62,-18.06,1.43,0.47,5.33,-19.12,23.94
371296,4.89,1.10,12.58,-42.84,0.83,3.73,12.93,-34.56,4.06,-2.63,-0.35,-8.28,2.71
393704,6.12,1.93,4.12,-31.98,1.38,3.43,4.13,-31.99,4.74,-1.50,-0.01,0.00,0.45
415920,4.33,3.02,2.32,-34.21,1.64,3.28,2.82,-33.59,2.68,-0.26,-0.50,-0.62,0.15
438036,2.89,-0.55,-0.24,-21.25,1.75,2.88,1.54,-28.41,1.14,-3.43,-1.78,7.16,3.40
460196,6.39,-2.69,8.37,4.26,2.10,2.40,6.11,-6.56,4.29,-5.09,2.26,10.82,4.87
482432,8.25,-0.38,1.54,16.49,2.55,2.19,1.54,16.47,5.70,-2.56,-0.00,0.01,0.73
504612,6.78,0.37,1.65,6.85,2.83,2.12,1.62,9.53,3.95,-1.75,0.03,-2.67,0.55
526680,3.46,2.28,0.32,3.13,2.87,2.15,1.08,6.84,0.59,0.12,-0.75,-3.71,0.84
548660,5.09,2.45,-4.55,3.88,2.99,2.19,-0.59,5.96,2.10,0.27,-3.96,-2.09,1.50
570676,2.69,3.34,-5.88,5.37,2.96,2.27,-1.80,5.83,-0.27,1.07,-4.08,-0.46,1.32
592788,2.82,4.57,-6.75,11.34,2.94,2.42,-5.00,9.40,-0.11,2.15,-1.75,1.95,0.33
614928,4.35,3.95,-8.55,6.46,2.98,2.52,-6.39,8.24,1.37,1.43,-2.15,-1.78,0.55
636968,3.91,1.64,-6.21,1.94,3.00,2.50,-6.34,6.46,0.91,-0.85,0.13,-4.52,1.50
658976,3.58,1.84,-2.00,3.95,3.01,2.48,-5.38,5.91,0.57,-0.65,3.38,-1.95,1.20
681088,4.56,2.04,-2.81,7.39,3.06,2.49,-3.72,6.86,1.50,-0.45,0.91,0.53,0.09
703152,4.73,2.03,-4.73,5.47,3.11,2.49,-4.12,6.31,1.62,-0.46,-0.62,-0.85,0.12
725088,5.77,0.93,-4.64,6.02,3.20,2.46,-4.26,6.23,2.57,-1.52,-0.38,-0.21,0.19
746992,5.09,1.60,-4.67,6.79,3.26,2.45,-4.35,6.35,1.83,-0.85,-0.32,0.44,0.10
768860,3.45,2.51,-5.02,4.98,3.24,2.47,-4.47,6.10,0.20,0.04,-0.55,-1.13,0.13
790724,2.17,3.53,-6.06,5.45,3.18,2.53,-4.72,6.01,-1.01,1.00,-1.34,-0.56,0.22
812604,3.54,3.87,-7.44,8.34,3.17,2.61,-5.08,6.32,0.37,1.26,-2.36,2.02,0.87
834500,4.35,4.35,-5.76,7.13,3.19,2.69,-5.16,6.41,1.17,1.66,-0.60,0.72,0.16
856524,3.94,4.51,-4.35,2.08,3.19,2.76,-5.07,5.96,0.75,1.75,0.72,-3.88,1.47
878564,3.22,3.22,-3.05,-0.46,3.18,2.78,-4.88,5.34,0.04,0.44,1.82,-5.80,3.34
900700,3.07,3.28,-4.56,-0.02,3.16,2.81,-4.68,1.97,-0.09,0.48,0.12,-1.99,0.15
922804,3.07,2.08,-3.31,-1.69,3.14,2.79,-4.15,0.55,-0.07,-0.70,0.84,-2.25,0.36
944712,3.58,1.77,-0.60,0.90,3.15,2.76,-3.16,0.65,0.43,-0.99,2.56,0.25,0.50
966672,3.51,1.72,2.63,3.19,3.16,2.74,-1.90,1.20,0.35,-1.03,4.52,1.99,1.93
988664,3.29,2.06,7.86,3.19,3.19,2.73,-0.14,1.56,0.11,-0.67,8.00,1.63,5.48
1010744,3.23,2.18,10.29,4.66,3.20,2.73,6.54,3.54,0.03,-0.55,3.75,1.11,0.56
1032896,2.66,4.64,12.00,0.31,3.22,2.78,8.67,2.28,-0.56,1.86,3.33,-1.97,0.98
1054980,3.01,4.02,19.31,-2.60,3.28,2.81,11.66,0.91,-0.27,1.21,7.65,-3.50,5.12
1077140,2.38,3.84,22.52,-3.36,3.34,2.83,14.06,-0.03,-0.96,1.01,8.46,-3.33,6.49
1099324,2.86,3.97,32.00,-0.53,3.40,2.85,25.64,-0.36,-0.54,1.12,6.36,-0.18,1.47
1121668,4.59,3.85,38.69,0.17,3.53,2.88,38.68,0.17,1.06,0.98,0.01,0.00,0.04
1143848,8.05,3.01,40.56,0.29,3.79,2.88,40.04,0.26,4.25,0.13,0.52,0.03,0.36
1165928,10.18,1.84,47.08,-2.76,4.11,2.85,43.00,-1.01,6.06,-1.01,4.08,-1.75,1.88
1188144,11.08,1.82,48.98,-5.40,4.45,2.82,47.00,-3.95,6.63,-1.00,1.98,-1.45,1.08
1210532,9.59,2.04,50.90,-8.23,4.75,2.78,50.90,-8.23,4.84,-0.74,0.00,-0.00,0.47
1232668,13.11,1.81,53.94,0.20,5.14,2.74,53.10,-2.14,7.97,-0.93,0.84,2.34,1.43
1255052,17.87,0.59,47.10,2.17,5.65,2.68,47.10,2.17,12.22,-2.09,-0.00,0.00,3.00
1277456,15.70,1.92,49.37,-2.50,11.42,2.26,49.37,-2.50,4.28,-0.33,0.00,-0.00,0.16
1299920,15.11,3.44,53.31,3.21,12.88,2.68,53.31,3.20,2.23,0.77,0.00,0.00,0.07
1322316,18.18,2.93,60.35,5.76,14.45,2.76,58.40,5.05,3.72,0.17,1.96,0.71,0.32
1344632,25.80,0.90,53.51,4.35,17.01,2.38,56.35,4.75,8.79,-1.48,-2.84,-0.40,1.73
1367056,22.73,3.23,51.74,-0.03,18.19,2.54,53.27,1.55,4.55,0.69,-1.53,-1.58,0.51
1389488,18.37,4.60,51.53,-0.87,18.39,2.85,52.57,0.58,-0.02,1.75,-1.04,-1.45,0.24
1411804,21.71,5.37,59.24,7.11,19.02,3.19,54.48,2.45,2.69,2.18,4.76,4.66,3.37
1434128,30.04,5.44,52.09,13.18,20.46,3.48,53.95,4.85,9.58,1.97,-1.86,8.32,7.34
1456516,30.62,4.10,43.13,-0.40,21.69,3.55,46.96,1.46,8.93,0.55,-3.83,-1.86,2.08
1479036,29.52,3.86,48.17,-7.65,22.59,3.59,48.17,-7.64,6.93,0.27,0.00,-0.01,0.87
1501492,27.34,3.54,49.66,-3.13,23.18,3.56,49.25,-4.38,4.16,-0.02,0.41,1.25,0.37
1523860,29.91,3.49,50.60,4.69,23.90,3.56,49.82,-0.58,6.02,-0.06,0.78,5.26,2.31
1546200,36.69,2.89,46.70,9.92,25.01,3.52,47.74,6.45,11.68,-0.63,-1.03,3.48,2.97
1568688,35.23,2.47,45.24,-0.15,25.90,3.47,45.24,-0.15,9.33,-1.00,-0.00,-0.00,1.64
1591124,35.38,3.96,45.85,-6.34,31.43,3.75,45.85,-6.34,3.96,0.21,0.00,-0.00,0.13
1613608,33.14,4.13,48.75,-3.18,32.17,3.88,48.75,-3.18,0.97,0.26,0.00,0.00,0.01
1636028,39.78,1.51,48.58,3.40,34.35,3.24,48.63,1.58,5.43,-1.73,-0.05,1.83,0.57
1658344,47.29,2.59,35.63,16.17,37.21,3.13,43.18,7.70,10.08,-0.54,-7.54,8.47,9.07
1680792,45.23,5.52,29.66,0.90,38.74,3.57,34.14,3.15,6.49,1.95,-4.48,-2.25,1.59
1703308,43.92,5.60,30.24,-13.65,39.63,3.88,30.25,-13.64,4.29,1.72,-0.00,-0.01,0.36
1725848,43.16,3.62,18.70,-12.35,40.18,3.80,21.91,-12.71,2.98,-0.18,-3.21,0.36,0.44
1748296,44.78,1.70,14.90,2.02,40.77,3.54,18.97,-6.53,4.01,-1.85,-4.07,8.54,5.54
1770732,46.54,2.71,13.08,2.35,41.43,3.44,15.03,-0.59,5.11,-0.73,-1.95,2.94,0.89
1793068,48.05,3.48,9.34,-2.87,42.09,3.44,12.75,-1.50,5.96,0.04,-3.41,-1.37,1.45
1815440,45.58,2.28,1.92,1.76,42.43,3.34,5.53,0.67,3.16,-1.06,-3.61,1.09,0.68
1837664,46.22,2.16,0.11,4.18,42.73,3.26,3.36,2.08,3.49,-1.09,-3.25,2.11,1.15
1860012,47.43,2.23,-2.21,2.09,43.08,3.19,-0.36,2.09,4.34,-0.96,-1.86,0.01,0.48
1882236,45.86,2.28,-5.86,-3.34,43.26,3.12,-2.56,-0.09,2.60,-0.85,-3.30,-3.25,1.43
1904632,43.18,2.12,-6.27,-3.01,43.24,3.06,-5.04,-2.04,-0.06,-0.93,-1.24,-0.97,0.10
1927008,42.92,1.83,-4.06,0.29,43.20,2.98,-4.65,-1.10,-0.28,-1.15,0.59,1.39,0.16
1949160,42.91,2.20,-2.79,2.49,43.17,2.94,-4.12,-0.08,-0.27,-0.74,1.32,2.57,0.61
1971324,44.17,2.04,-1.97,3.22,43.22,2.90,-3.64,0.66,0.95,-0.86,1.67,2.57,0.76
1993428,44.69,2.50,-1.47,0.06,43.29,2.88,-3.24,0.55,1.41,-0.38,1.78,-0.49,0.32
2015560,44.30,2.78,-3.59,0.72,43.32,2.88,-3.29,0.57,0.98,-0.10,-0.29,0.14,0.03
2037664,44.14,2.56,-5.27,0.78,43.34,2.87,-3.56,0.60,0.80,-0.31,-1.71,0.18,0.27
2059928,43.01,1.64,-2.31,-3.30,43.32,2.80,-3.41,0.14,-0.31,-1.17,1.10,-3.44,1.18
2082264,45.24,1.83,-2.79,4.23,43.39,2.77,-3.34,0.58,1.85,-0.95,0.55,3.65,1.30
2104616,44.62,2.96,-5.19,2.27,43.42,2.79,-4.51,1.65,1.20,0.18,-0.68,0.63,0.06
2126968,43.05,2.55,-5.82,-3.18,43.39,2.77,-5.02,-0.22,-0.33,-0.23,-0.80,-2.95,0.58
2149152,42.66,2.96,-5.68,-0.43,43.34,2.78,-5.20,-0.28,-0.68,0.18,-0.48,-0.15,0.03
2171300,43.46,2.89,-5.62,1.85,43.32,2.79,-5.29,0.19,0.14,0.10,-0.33,1.66,0.22
2193428,43.24,2.79,-4.78,0.93,43.30,2.79,-5.20,0.32,-0.06,-0.00,0.42,0.61,0.05
2215512,44.55,2.92,-5.07,2.08,43.32,2.80,-5.18,0.59,1.23,0.12,0.11,1.49,0.22
2237616,42.14,2.13,-3.28,-1.80,43.27,2.77,-4.93,0.27,-1.13,-0.65,1.65,-2.07,0.64
2259780,44.79,2.33,-3.15,0.63,43.30,2.76,-4.72,0.31,1.49,-0.43,1.58,0.31,0.27
2281932,43.07,2.55,-4.11,0.73,43.28,2.76,-4.66,0.36,-0.21,-0.21,0.55,0.38,0.04
2304076,43.88,2.53,-5.77,0.70,43.28,2.75,-4.76,0.39,0.60,-0.23,-1.01,0.31,0.11
2326220,42.37,2.38,-5.37,-0.12,43.23,2.74,-4.82,0.34,-0.86,-0.36,-0.56,-0.47,0.07
2348412,41.85,2.33,-3.71,0.66,43.18,2.73,-4.73,0.37,-1.33,-0.41,1.02,0.29,0.14
2370716,43.36,2.32,-1.94,3.31,43.17,2.73,-4.52,0.59,0.19,-0.42,2.58,2.73,1.31
2393116,44.22,2.43,-2.81,1.19,43.19,2.73,-4.40,0.63,1.03,-0.30,1.59,0.56,0.29
2415272,42.94,2.09,-3.28,-1.48,43.17,2.71,-4.33,0.49,-0.23,-0.61,1.05,-1.97,0.47
2437480,43.10,1.49,-3.31,1.01,43.15,2.68,-4.27,0.52,-0.05,-1.19,0.95,0.49,0.14
2459648,43.34,2.18,-3.60,3.01,43.14,2.68,-4.23,0.66,0.20,-0.50,0.63,2.34,0.56
2481808,43.59,2.03,-2.56,1.19,43.14,2.67,-4.14,0.69,0.45,-0.64,1.57,0.50,0.27
2503968,43.44,2.98,-4.60,2.64,43.13,2.68,-4.16,0.79,0.31,0.29,-0.43,1.85,0.35
2526108,42.14,3.14,-4.15,-2.52,43.09,2.69,-4.16,0.63,-0.95,0.45,0.01,-3.15,0.96
2548272,42.87,2.16,-2.60,-1.18,43.07,2.67,-4.09,0.55,-0.20,-0.52,1.49,-1.72,0.50
2570444,43.23,2.70,-2.32,3.28,43.07,2.68,-4.01,0.67,0.16,0.02,1.69,2.61,0.93
2592552,42.94,2.35,-2.24,0.99,43.05,2.68,-3.93,0.68,-0.11,-0.33,1.69,0.31,0.28
2614692,44.27,2.45,-1.48,1.36,43.07,2.68,-3.83,0.71,1.20,-0.23,2.35,0.65,0.60
2636844,43.02,2.46,-3.05,0.96,43.06,2.68,-3.80,0.72,-0.04,-0.22,0.75,0.24,0.06
2658952,43.03,2.80,-3.71,1.04,43.04,2.68,-3.80,0.73,-0.01,0.12,0.09,0.31,0.01
2681036,43.14,2.14,-3.62,0.46,43.03,2.67,-3.79,0.72,0.11,-0.54,0.17,-0.26,0.02
2703160,43.60,1.79,-2.78,-0.29,43.03,2.66,-3.75,0.69,0.57,-0.87,0.98,-0.98,0.20
2725316,43.45,2.00,-3.27,2.31,43.02,2.65,-3.74,0.74,0.43,-0.65,0.47,1.57,0.27
2747464,43.40,2.65,-3.54,0.99,43.01,2.66,-3.73,0.75,0.39,-0.01,0.19,0.24,0.01
2769568,42.41,2.39,-4.63,-1.60,42.99,2.65,-3.76,0.67,-0.58,-0.25,-0.87,-2.28,0.58
2791780,43.00,2.04,-2.29,-0.73,42.98,2.64,-3.71,0.63,0.02,-0.59,1.42,-1.36,0.38
2813920,43.43,2.08,-2.60,0.79,42.97,2.63,-3.68,0.63,0.45,-0.55,1.08,0.16,0.13
2836060,43.28,2.78,-2.98,0.85,42.97,2.63,-3.66,0.64,0.32,0.14,0.68,0.21,0.05
2858200,43.15,2.07,-3.71,-0.89,42.95,2.62,-3.66,0.60,0.19,-0.56,-0.05,-1.48,0.22
2880372,44.03,1.55,-3.86,0.15,42.96,2.61,-3.67,0.58,1.07,-1.05,-0.20,-0.43,0.07
2902548,42.70,2.29,-3.37,-0.38,42.94,2.60,-3.66,0.56,-0.24,-0.32,0.28,-0.94,0.10
2924748,42.60,1.90,-3.39,-0.73,42.92,2.59,-3.65,0.52,-0.32,-0.69,0.26,-1.26,0.17
2946952,41.98,1.90,-3.22,0.55,42.89,2.58,-3.64,0.52,-0.91,-0.68,0.42,0.03,0.04
2969112,42.83,2.04,-3.89,1.34,42.88,2.57,-3.65,0.54,-0.04,-0.54,-0.25,0.80,0.07
2991272,42.75,2.53,-3.62,-0.44,42.86,2.57,-3.65,0.52,-0.11,-0.04,0.03,-0.96,0.09
3013440,42.95,2.11,-2.87,-0.72,42.85,2.57,-3.63,0.49,0.10,-0.46,0.76,-1.21,0.20
3035612,42.28,2.12,-2.95,-0.23,42.83,2.56,-3.61,0.47,-0.54,-0.44,0.67,-0.70,0.10
3057796,42.62,2.33,-2.79,1.57,42.81,2.56,-3.59,0.50,-0.20,-0.23,0.80,1.07,0.18
3079948,43.55,2.54,-3.56,1.07,42.81,2.56,-3.59,0.51,0.74,-0.03,0.04,0.56,0.04
3102080,42.41,1.54,-2.14,-1.42,42.79,2.55,-3.56,0.47,-0.39,-1.01,1.42,-1.89,0.57
3124288,43.23,1.59,-1.47,1.07,42.79,2.54,-3.52,0.48,0.44,-0.94,2.05,0.59,0.47
3146424,43.66,2.12,-3.77,2.20,42.79,2.54,-3.52,0.52,0.87,-0.42,-0.25,1.68,0.30
3168584,43.18,2.05,-3.02,-1.33,42.78,2.53,-3.51,0.48,0.40,-0.48,0.49,-1.81,0.35
3190764,42.85,1.99,-4.09,0.63,42.77,2.52,-3.52,0.48,0.08,-0.54,-0.57,0.14,0.04
3212916,42.00,2.32,-3.56,0.55,42.74,2.52,-3.52,0.48,-0.74,-0.20,-0.03,0.07,0.01
3235076,42.27,2.19,-2.15,1.86,42.73,2.52,-3.50,0.51,-0.45,-0.33,1.35,1.35,0.36
3257260,43.25,2.30,-2.09,0.98,42.72,2.52,-3.47,0.52,0.53,-0.22,1.38,0.46,0.21
3279416,43.30,2.06,-3.57,0.02,42.72,2.52,-3.47,0.51,0.59,-0.45,-0.10,-0.49,0.04
3301572,43.85,1.31,-3.15,-0.53,42.72,2.50,-3.47,0.49,1.13,-1.20,0.32,-1.02,0.17
3323760,43.63,1.38,-3.71,1.37,42.71,2.49,-3.47,0.50,0.91,-1.11,-0.24,0.87,0.12
3345916,43.38,1.74,-3.85,0.87,42.71,2.48,-3.48,0.51,0.67,-0.75,-0.37,0.36,0.05
3368112,42.67,1.97,-4.98,-0.09,42.69,2.48,-3.50,0.50,-0.02,-0.50,-1.47,-0.59,0.25
3390292,42.89,1.68,-4.81,-0.09,42.68,2.47,-3.52,0.49,0.21,-0.79,-1.28,-0.58,0.21
3412608,44.05,1.85,-7.16,1.53,42.67,2.47,-3.58,0.51,1.39,-0.61,-3.58,1.02,1.41
3434940,45.51,1.39,-9.65,3.15,42.67,2.46,-3.69,0.55,2.84,-1.07,-5.96,2.59,4.33
3457332,44.63,1.40,-13.22,0.08,42.67,2.45,-9.58,0.26,1.96,-1.05,-3.64,-0.18,0.61
3479676,43.97,1.24,-16.96,0.50,42.63,2.44,-12.40,0.35,1.34,-1.20,-4.56,0.15,1.35
3502136,43.97,1.16,-19.79,6.11,42.59,2.43,-17.31,4.18,1.38,-1.27,-2.48,1.93,0.40
3524528,44.34,2.21,-25.51,7.83,42.52,2.45,-20.59,5.64,1.82,-0.24,-4.92,2.19,1.81
3547012,45.29,2.41,-31.59,8.52,42.46,2.48,-27.92,7.56,2.83,-0.07,-3.67,0.96,0.64
3569388,44.70,1.66,-37.16,4.21,42.35,2.49,-31.62,6.22,2.35,-0.84,-5.54,-2.00,2.20
3591868,42.89,1.72,-41.85,2.98,42.22,2.51,-38.44,4.06,0.67,-0.79,-3.41,-1.08,0.45
3614284,40.18,1.98,-49.91,7.34,42.02,2.52,-43.03,5.37,-1.84,-0.55,-6.87,1.97,3.14
3636680,39.06,4.03,-55.86,13.69,41.80,2.57,-51.59,10.92,-2.74,1.46,-4.27,2.77,1.06
3659348,39.19,5.32,-65.66,15.89,41.57,2.65,-65.66,15.89,-2.37,2.67,-0.01,0.00,0.25
3681832,34.99,4.13,-67.25,5.62,41.23,2.72,-66.81,8.47,-6.24,1.42,-0.44,-2.85,1.04
3704348,33.98,4.92,-69.08,0.61,40.87,2.78,-69.08,0.62,-6.89,2.14,-0.00,-0.00,1.03
3726816,29.36,4.77,-76.56,0.12,34.26,3.90,-76.56,0.12,-4.90,0.87,-0.00,-0.00,0.22
3749304,24.38,4.35,-78.37,4.46,30.50,4.06,-78.37,4.46,-6.12,0.29,-0.00,0.00,0.48
3771740,22.72,4.36,-68.84,7.73,28.21,4.16,-71.49,6.82,-5.49,0.20,2.65,0.91,0.66
3794112,22.02,4.55,-62.84,0.95,26.70,4.25,-67.86,4.35,-4.69,0.30,5.02,-3.41,2.48
3816552,20.20,4.62,-60.46,-3.82,25.36,4.32,-62.91,-1.11,-5.16,0.30,2.45,-2.71,0.88
